STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
23373,Female,"White, non-Hispanic",-.0355,Third quintile,"No degree, enrolled at a 4-year",Yes
23375,Male,"Black/African-American, non-Hispanic",.3674,Fourth quintile,Unit non-response,Unit non-response
23376,Male,Missing,Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Yes
23377,Female,"Hispanic, race specified",.5828,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23378,Male,"White, non-Hispanic",1.3601,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23379,Female,"Hispanic, race specified",.0437,Third quintile,Attained certificate,Unit non-response
23380,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
23381,Female,"White, non-Hispanic",.8270999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23382,Male,"White, non-Hispanic",2.1234,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
23383,Male,"White, non-Hispanic",.5758,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23384,Female,"White, non-Hispanic",-.0594,Third quintile,"No degree, not enrolled",No
23385,Female,"Asian, non-Hispanic",.0467,Third quintile,"No degree, enrolled at a 4-year",Yes
23386,Male,"White, non-Hispanic",-1.1502,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23387,Male,"Hispanic, race specified",-1.3379,First quintile (lowest),Attained associate's degree,Unit non-response
23388,Male,"Hispanic, race specified",-.3307,Third quintile,Item legitimate skip/NA,Yes
23389,Male,"Black/African-American, non-Hispanic",.0778,Fourth quintile,Unit non-response,No
23390,Female,"Hispanic, race specified",-1.103,First quintile (lowest),Item legitimate skip/NA,No
23391,Female,"White, non-Hispanic",.5648,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23392,Male,"White, non-Hispanic",-.6328,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23393,Male,"Hispanic, race specified",-.8837,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23394,Male,"White, non-Hispanic",-.7146,Second quintile,"No degree, not enrolled",Item legitimate skip/NA
23395,Female,"White, non-Hispanic",-.8429,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
23396,Female,"White, non-Hispanic",-.4141,Second quintile,Unit non-response,Item legitimate skip/NA
23397,Male,"More than one race, non-Hispanic",-1.1394,First quintile (lowest),Item legitimate skip/NA,Don't know
23398,Male,"White, non-Hispanic",1.0829,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
23399,Male,"Hispanic, race specified",-.6553,Second quintile,"No degree, enrolled at a 4-year",Don't know
23400,Male,"Black/African-American, non-Hispanic",-.5306999999999999,Second quintile,Unit non-response,Unit non-response
23401,Female,"White, non-Hispanic",-.1188,Third quintile,"No degree, enrolled at a 4-year",Missing
23402,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Yes
23403,Female,"Hispanic, race specified",-.4621,Second quintile,Unit non-response,Unit non-response
23404,Male,"Hispanic, race specified",-1.5336,First quintile (lowest),Item legitimate skip/NA,Unit non-response
23405,Male,"White, non-Hispanic",-.4438,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23406,Female,"White, non-Hispanic",-.3545,Second quintile,"No degree, enrolled at less-than-4-year",Yes
23407,Female,"White, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Unit non-response
23408,Female,"Hispanic, race specified",.6581,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23409,Female,"White, non-Hispanic",-.4046,Second quintile,"No degree, not enrolled",Yes
23410,Male,"Asian, non-Hispanic",2.297,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
23412,Male,"Hispanic, race specified",-.7975,First quintile (lowest),Item legitimate skip/NA,Unit non-response
23413,Male,"Amer. Indian/Alaska Native, non-Hispanic",-1.1308,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23414,Male,"Hispanic, race specified",.451,Fourth quintile,"No degree, not enrolled",No
23415,Male,"White, non-Hispanic",-.7156,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23416,Female,"White, non-Hispanic",.5335,Fourth quintile,Unit non-response,Don't know
23417,Male,"White, non-Hispanic",1.8402,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23418,Male,"White, non-Hispanic",-.3173,Third quintile,"No degree, enrolled at less-than-4-year",Yes
23419,Male,"More than one race, non-Hispanic",.1445,Fourth quintile,"No degree, not enrolled",Item legitimate skip/NA
23420,Female,"Asian, non-Hispanic",.0751,Fourth quintile,"No degree, enrolled at a 4-year",Yes
23421,Female,"White, non-Hispanic",-.1236,Third quintile,"No degree, not enrolled",No
23422,Male,"Hispanic, race specified",-.0055,Third quintile,Attained certificate,Item legitimate skip/NA
23424,Male,"White, non-Hispanic",.3737,Fourth quintile,Attained associate's degree,No
23425,Female,"Black/African-American, non-Hispanic",-.0359,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
23426,Male,"White, non-Hispanic",1.495,Fifth quintile (highest),Unit non-response,Yes
23427,Female,"Asian, non-Hispanic",.0753,Fourth quintile,"No degree, enrolled at a 4-year",No
23428,Male,"More than one race, non-Hispanic",.2141,Fourth quintile,"No degree, not enrolled",No
23429,Male,"White, non-Hispanic",.2192,Fourth quintile,Unit non-response,Unit non-response
23430,Male,"White, non-Hispanic",1.0487,Fifth quintile (highest),Item legitimate skip/NA,No
23431,Male,"Hispanic, race specified",-.4302,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23433,Male,"White, non-Hispanic",.2669,Fourth quintile,Attained associate's degree,No
23434,Male,"More than one race, non-Hispanic",.2277,Fourth quintile,Unit non-response,Item legitimate skip/NA
23435,Male,"White, non-Hispanic",1.3987,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
23436,Female,"Asian, non-Hispanic",.1112,Fourth quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
23437,Male,"White, non-Hispanic",.1985,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23438,Male,"More than one race, non-Hispanic",.7233000000000001,Fifth quintile (highest),Unit non-response,No
23439,Female,"White, non-Hispanic",-.7728,First quintile (lowest),"No degree, not enrolled",Yes
23440,Male,"More than one race, non-Hispanic",.0491,Third quintile,Item legitimate skip/NA,No
23441,Male,"Asian, non-Hispanic",1.2637,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23442,Male,"White, non-Hispanic",.5476,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
23443,Male,"White, non-Hispanic",.6597,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
23445,Male,"Black/African-American, non-Hispanic",-.1218,Third quintile,Unit non-response,Item not administered: abbreviated interview
23446,Female,"White, non-Hispanic",.2401,Fourth quintile,"No degree, enrolled at a 4-year",No
23447,Female,"Hispanic, race specified",-.4341,Second quintile,"No degree, enrolled at a 4-year",No
23448,Female,"Black/African-American, non-Hispanic",-.043,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
23449,Female,"White, non-Hispanic",.0432,Third quintile,Unit non-response,Item not administered: abbreviated interview
23450,Male,"White, non-Hispanic",.2723,Fourth quintile,Unit non-response,Unit non-response
23451,Male,"White, non-Hispanic",.0153,Third quintile,"No degree, enrolled at a 4-year",Don't know
23452,Male,"White, non-Hispanic",-.4134,Second quintile,Unit non-response,Item not administered: abbreviated interview
23453,Female,"White, non-Hispanic",1.0121,Fifth quintile (highest),Attained certificate,Unit non-response
23454,Male,"White, non-Hispanic",.9913999999999999,Fifth quintile (highest),Unit non-response,Unit non-response
23455,Female,"White, non-Hispanic",.5561,Fifth quintile (highest),Attained certificate,Yes
23456,Male,Missing,Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
23457,Female,"White, non-Hispanic",-.0197,Third quintile,Unit non-response,Yes
23458,Female,"White, non-Hispanic",-.5013,Second quintile,Item legitimate skip/NA,Unit non-response
23459,Female,Missing,Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
23460,Male,"More than one race, non-Hispanic",.409,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23461,Male,"White, non-Hispanic",-.323,Third quintile,Item legitimate skip/NA,No
23462,Male,"More than one race, non-Hispanic",-.5436,Second quintile,Unit non-response,Unit non-response
23463,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",No
23464,Male,"White, non-Hispanic",-.7635999999999999,First quintile (lowest),Unit non-response,Item legitimate skip/NA
23465,Female,"Black/African-American, non-Hispanic",-.3535,Second quintile,Unit non-response,Item legitimate skip/NA
23466,Female,"White, non-Hispanic",1.3042,Fifth quintile (highest),Unit non-response,No
23467,Male,"White, non-Hispanic",.4317,Fourth quintile,Unit non-response,Unit non-response
23470,Male,"White, non-Hispanic",-.5803,Second quintile,Item legitimate skip/NA,Yes
23471,Female,"Black/African-American, non-Hispanic",.4427,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23472,Female,"White, non-Hispanic",.6194,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
23473,Female,"White, non-Hispanic",1.6225,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item legitimate skip/NA
23474,Male,"More than one race, non-Hispanic",-.7901,First quintile (lowest),"No degree, enrolled at less-than-4-year",Don't know
23475,Female,"White, non-Hispanic",2.0674,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23476,Male,"Black/African-American, non-Hispanic",.9893,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23477,Male,"White, non-Hispanic",.2732,Fourth quintile,"No degree, not enrolled",Yes
23478,Female,"White, non-Hispanic",.0361,Third quintile,Attained certificate,Item legitimate skip/NA
23479,Male,"Hispanic, race specified",-.3844,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23480,Male,"White, non-Hispanic",-.4136,Second quintile,"No degree, enrolled at less-than-4-year",Yes
23481,Male,"Black/African-American, non-Hispanic",-.87,First quintile (lowest),"No degree, not enrolled",No
23483,Male,"Hispanic, race specified",-.28,Third quintile,Unit non-response,Item legitimate skip/NA
23484,Male,"White, non-Hispanic",-.0535,Third quintile,Item legitimate skip/NA,Unit non-response
23485,Female,"White, non-Hispanic",1.1947,Fifth quintile (highest),"No degree, not enrolled",No
23486,Female,"White, non-Hispanic",1.0851,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23487,Female,"Hispanic, race specified",-1.6616,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23488,Male,"Black/African-American, non-Hispanic",-.5262,Second quintile,Attained certificate,Unit non-response
23489,Female,"White, non-Hispanic",.6021,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item legitimate skip/NA
23490,Female,"Black/African-American, non-Hispanic",.0662,Fourth quintile,"No degree, not enrolled",Item legitimate skip/NA
23491,Male,"White, non-Hispanic",-.0996,Third quintile,Item legitimate skip/NA,No
23492,Female,"White, non-Hispanic",-.2791,Third quintile,"No degree, enrolled at a 4-year",Yes
23493,Female,"Black/African-American, non-Hispanic",.8626,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23494,Female,"White, non-Hispanic",-.1367,Third quintile,"No degree, not enrolled",Yes
23495,Male,"White, non-Hispanic",.2131,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
23496,Female,"Hispanic, race specified",-1.103,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23497,Male,"White, non-Hispanic",.0671,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23498,Male,"White, non-Hispanic",.215,Fourth quintile,Unit non-response,Unit non-response
23499,Male,"Hispanic, race specified",-.3312,Third quintile,Item legitimate skip/NA,Missing
23500,Male,"Asian, non-Hispanic",1.3295,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
23501,Female,"Asian, non-Hispanic",1.4071,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23502,Female,"Asian, non-Hispanic",-.5696,Second quintile,"No degree, not enrolled",Missing
23503,Female,Missing,Unit non-response,Unit non-response,Unit non-response,Item not administered: abbreviated interview
23504,Female,"White, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
23505,Male,"More than one race, non-Hispanic",.5446,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
23506,Female,"Black/African-American, non-Hispanic",.7373,Fifth quintile (highest),Unit non-response,Yes
23507,Female,"White, non-Hispanic",1.6832,Fifth quintile (highest),Unit non-response,No
23508,Female,"White, non-Hispanic",-.1915,Third quintile,"No degree, enrolled at less-than-4-year",Yes
23509,Female,"White, non-Hispanic",.1172,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23510,Female,"White, non-Hispanic",.2821,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23511,Male,"Black/African-American, non-Hispanic",-.6592,Second quintile,Unit non-response,Item legitimate skip/NA
23512,Female,"White, non-Hispanic",-.5442,Second quintile,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
23513,Female,"Asian, non-Hispanic",-.8169999999999999,First quintile (lowest),Unit non-response,Unit non-response
23514,Female,"White, non-Hispanic",.4964,Fourth quintile,Unit non-response,Unit non-response
23515,Female,"White, non-Hispanic",-.8455,First quintile (lowest),Unit non-response,Unit non-response
23516,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Don't know
23517,Female,"White, non-Hispanic",.3947,Fourth quintile,"No degree, enrolled at a 4-year",No
23518,Male,"White, non-Hispanic",.9079,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
23519,Female,"White, non-Hispanic",-.8162,First quintile (lowest),Item legitimate skip/NA,Unit non-response
23520,Female,"White, non-Hispanic",-.502,Second quintile,Unit non-response,Item legitimate skip/NA
23521,Male,"Asian, non-Hispanic",-.3996,Second quintile,"No degree, not enrolled",Yes
23522,Female,"Hispanic, race specified",-.2675,Third quintile,"No degree, enrolled at less-than-4-year",No
23523,Male,Missing,Unit non-response,Unit non-response,Missing,No
23524,Male,"Hispanic, race specified",-.6543,Second quintile,Unit non-response,Item legitimate skip/NA
23525,Female,"White, non-Hispanic",-1.2803,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23526,Female,"Hispanic, race specified",-.9122,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23528,Female,"More than one race, non-Hispanic",1.1637,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23529,Male,"White, non-Hispanic",1.2579,Fifth quintile (highest),"No degree, not enrolled",No
23530,Male,Missing,Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",No
23531,Male,"White, non-Hispanic",-1.5119,First quintile (lowest),Unit non-response,Yes
23532,Female,"White, non-Hispanic",-.195,Third quintile,"No degree, not enrolled",No
23533,Female,"More than one race, non-Hispanic",-1.1012,First quintile (lowest),"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
23534,Female,"White, non-Hispanic",.672,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23535,Male,"Native Hawaiian/Pacific Islander, non-Hispanic",-.1423,Third quintile,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
23536,Male,"Hispanic, race specified",-.4631,Second quintile,Unit non-response,Unit non-response
23537,Male,"White, non-Hispanic",.9456,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23538,Male,"More than one race, non-Hispanic",-.1356,Third quintile,"No degree, not enrolled",Yes
23539,Male,"White, non-Hispanic",.1152,Fourth quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
23540,Female,"White, non-Hispanic",1.0412,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23541,Female,"Hispanic, race specified",-.4584,Second quintile,"No degree, enrolled at less-than-4-year",Yes
23542,Male,"Hispanic, race specified",-.056,Third quintile,Missing,Item legitimate skip/NA
23543,Male,Missing,Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
23544,Male,"Asian, non-Hispanic",-.0677,Third quintile,"No degree, enrolled at a 4-year",No
23545,Male,"White, non-Hispanic",-.9072,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
23546,Female,"Amer. Indian/Alaska Native, non-Hispanic",-.4129,Second quintile,"No degree, enrolled at less-than-4-year",Unit non-response
23547,Female,"White, non-Hispanic",-.0047,Third quintile,"No degree, enrolled at a 4-year",Don't know
23548,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Item legitimate skip/NA
23549,Female,"Asian, non-Hispanic",.4967,Fourth quintile,"No degree, enrolled at a 4-year",Yes
23550,Male,"White, non-Hispanic",.6592,Fifth quintile (highest),"No degree, not enrolled",No
23552,Female,"White, non-Hispanic",-.1918,Third quintile,Unit non-response,Item legitimate skip/NA
23553,Female,"Hispanic, race specified",-.4728,Second quintile,"No degree, not enrolled",Item legitimate skip/NA
23554,Male,"White, non-Hispanic",.1805,Fourth quintile,Attained certificate,Yes
23555,Female,"White, non-Hispanic",.539,Fourth quintile,"No degree, enrolled at less-than-4-year",Unit non-response
23556,Male,"Hispanic, race specified",-.1236,Third quintile,Unit non-response,Yes
23557,Female,Missing,Unit non-response,Unit non-response,Unit non-response,No
23558,Male,"White, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
23559,Female,"White, non-Hispanic",.6008,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
23560,Male,"White, non-Hispanic",.6086,Fifth quintile (highest),Unit non-response,Unit non-response
23561,Male,"Asian, non-Hispanic",1.1076,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23562,Female,"Asian, non-Hispanic",-.8455,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
23563,Male,"Black/African-American, non-Hispanic",1.2898,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23564,Female,"White, non-Hispanic",1.5973,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23565,Female,"White, non-Hispanic",.0843,Fourth quintile,Unit non-response,Unit non-response
23566,Female,"More than one race, non-Hispanic",-.036,Third quintile,"No degree, enrolled at less-than-4-year",Yes
23568,Female,"Hispanic, race specified",.0885,Fourth quintile,"No degree, enrolled at less-than-4-year",Unit non-response
23569,Male,"White, non-Hispanic",.7613,Fifth quintile (highest),Item legitimate skip/NA,No
23570,Male,"White, non-Hispanic",-.7138,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23571,Female,"Hispanic, race specified",-.2477,Third quintile,"No degree, not enrolled",Item legitimate skip/NA
23572,Female,"Asian, non-Hispanic",1.8836,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
23574,Male,"More than one race, non-Hispanic",.4664,Fourth quintile,Unit non-response,Unit non-response
23575,Female,"Asian, non-Hispanic",2.5668,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23576,Female,"White, non-Hispanic",1.6501,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23577,Female,"White, non-Hispanic",-.5185999999999999,Second quintile,Item legitimate skip/NA,No
23578,Female,"White, non-Hispanic",.8994,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
23579,Female,"Hispanic, race specified",-.4679,Second quintile,"No degree, enrolled at a 4-year",Yes
23580,Female,"Asian, non-Hispanic",.2355,Fourth quintile,"No degree, enrolled at a 4-year",Yes
23581,Female,"White, non-Hispanic",-.3588,Second quintile,"No degree, enrolled at a 4-year",No
23582,Male,"Amer. Indian/Alaska Native, non-Hispanic",-1.0862,First quintile (lowest),"No degree, not enrolled",Don't know
23583,Female,"More than one race, non-Hispanic",-.601,Second quintile,"No degree, not enrolled",Yes
23584,Female,"White, non-Hispanic",-.8725000000000001,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
23585,Female,"Hispanic, no race specified",Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
23586,Female,"Black/African-American, non-Hispanic",.0074,Third quintile,Unit non-response,No
23587,Male,"White, non-Hispanic",-.5236,Second quintile,"No degree, not enrolled",Item legitimate skip/NA
23588,Female,"White, non-Hispanic",-.1398,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
23589,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
23590,Male,"White, non-Hispanic",-.6546,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23591,Female,"White, non-Hispanic",.6423,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
23592,Female,"White, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Unit non-response
23593,Male,"Asian, non-Hispanic",-.1882,Third quintile,"No degree, enrolled at less-than-4-year",No
23594,Male,"White, non-Hispanic",.2803,Fourth quintile,"No degree, enrolled at a 4-year",Yes
23595,Male,"Black/African-American, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Unit non-response
23596,Male,"White, non-Hispanic",-.0996,Third quintile,"No degree, enrolled at less-than-4-year",Yes
23597,Female,"White, non-Hispanic",2.0465,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23598,Female,"More than one race, non-Hispanic",-.6927,Second quintile,"No degree, not enrolled",Unit non-response
23599,Male,"Hispanic, race specified",-.8455,First quintile (lowest),Unit non-response,Unit non-response
23600,Male,"Hispanic, no race specified",-.1918,Third quintile,Unit non-response,Unit non-response
23601,Female,"White, non-Hispanic",-.7751,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23602,Male,"White, non-Hispanic",-.7927999999999999,First quintile (lowest),Unit non-response,Yes
23603,Female,"White, non-Hispanic",-.3442,Second quintile,Unit non-response,Unit non-response
23604,Female,"Asian, non-Hispanic",-.5154,Second quintile,Item legitimate skip/NA,Unit non-response
23605,Male,"White, non-Hispanic",.0029,Third quintile,"No degree, enrolled at less-than-4-year",Don't know
23606,Male,"White, non-Hispanic",-.6543,Second quintile,Unit non-response,Unit non-response
23607,Male,"Black/African-American, non-Hispanic",-1.1012,First quintile (lowest),"No degree, not enrolled",Item not administered: abbreviated interview
23608,Male,"More than one race, non-Hispanic",.223,Fourth quintile,Unit non-response,Unit non-response
23609,Male,"Hispanic, race specified",.578,Fifth quintile (highest),Unit non-response,Yes
23610,Female,"White, non-Hispanic",.2647,Fourth quintile,"No degree, enrolled at a 4-year",No
23611,Male,"More than one race, non-Hispanic",-.3307,Third quintile,Unit non-response,Item legitimate skip/NA
23612,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
23613,Female,"Asian, non-Hispanic",1.6189,Fifth quintile (highest),Unit non-response,Unit non-response
23614,Female,"More than one race, non-Hispanic",.4452,Fourth quintile,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
23615,Male,"White, non-Hispanic",-.1431,Third quintile,Item legitimate skip/NA,Missing
23616,Female,"White, non-Hispanic",-.1397,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
23617,Male,"White, non-Hispanic",-.5189,Second quintile,Unit non-response,Item legitimate skip/NA
23618,Male,"White, non-Hispanic",-1.0862,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
23619,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",No
23620,Female,"Hispanic, race specified",1.1489,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23621,Male,"Black/African-American, non-Hispanic",-.3554,Second quintile,"No degree, enrolled at a 4-year",Yes
23622,Male,"White, non-Hispanic",-.5089,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
23623,Female,"White, non-Hispanic",-.6333,Second quintile,Attained associate's degree,Yes
23624,Male,"White, non-Hispanic",1.9418,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23625,Female,"More than one race, non-Hispanic",-.1553,Third quintile,Unit non-response,Unit non-response
23626,Male,"White, non-Hispanic",-.195,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
23627,Female,"White, non-Hispanic",.041,Third quintile,Unit non-response,Item legitimate skip/NA
23628,Male,"White, non-Hispanic",-.5436,Second quintile,Item legitimate skip/NA,Don't know
23629,Female,Missing,Unit non-response,Unit non-response,"No degree, not enrolled",Unit non-response
23631,Male,"More than one race, non-Hispanic",-.3312,Third quintile,"No degree, not enrolled",Yes
23632,Female,"White, non-Hispanic",.4487,Fourth quintile,Unit non-response,Yes
23633,Male,"Amer. Indian/Alaska Native, non-Hispanic",.2891,Fourth quintile,Item legitimate skip/NA,No
23635,Female,"Black/African-American, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Don't know
23636,Male,"Asian, non-Hispanic",1.1937,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23637,Male,"White, non-Hispanic",.9847,Fifth quintile (highest),Unit non-response,No
23638,Male,"Hispanic, race specified",1.243,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
23639,Male,"White, non-Hispanic",-.9438,First quintile (lowest),Unit non-response,Unit non-response
23640,Female,"White, non-Hispanic",.4087,Fourth quintile,"No degree, enrolled at a 4-year",No
23641,Female,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
23642,Female,"Black/African-American, non-Hispanic",-.7751,First quintile (lowest),"No degree, enrolled at less-than-4-year",Yes
23643,Female,"Black/African-American, non-Hispanic",-.5628,Second quintile,"No degree, enrolled at a 4-year",Missing
23644,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
23645,Female,"Black/African-American, non-Hispanic",-.4726,Second quintile,"No degree, not enrolled",Item not administered: abbreviated interview
23646,Female,"White, non-Hispanic",.9449,Fifth quintile (highest),Attained associate's degree,Unit non-response
23648,Female,"White, non-Hispanic",.9079,Fifth quintile (highest),"No degree, not enrolled",Unit non-response
23649,Female,"Hispanic, race specified",-.3045,Third quintile,"No degree, enrolled at a 4-year",Yes
23650,Female,"Hispanic, race specified",-.2336,Third quintile,"No degree, enrolled at less-than-4-year",No
23651,Female,"White, non-Hispanic",1.0729,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23652,Male,"More than one race, non-Hispanic",-.4362,Second quintile,Unit non-response,No
23653,Male,"More than one race, non-Hispanic",.5734,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23654,Male,"Asian, non-Hispanic",-.6333,Second quintile,Unit non-response,Item not administered: abbreviated interview
23655,Male,"White, non-Hispanic",-.1769,Third quintile,"No degree, not enrolled",Yes
23656,Male,"More than one race, non-Hispanic",-.1691,Third quintile,Item legitimate skip/NA,Unit non-response
23657,Female,"White, non-Hispanic",-.5386,Second quintile,"No degree, enrolled at a 4-year",Yes
23658,Male,"Black/African-American, non-Hispanic",-.556,Second quintile,"No degree, not enrolled",No
23659,Female,"Asian, non-Hispanic",-.8455,First quintile (lowest),Unit non-response,Unit non-response
23660,Female,"More than one race, non-Hispanic",.0141,Third quintile,"No degree, enrolled at a 4-year",Unit non-response
23661,Male,Missing,Unit non-response,Unit non-response,Attained certificate,No
23662,Male,"White, non-Hispanic",.9082,Fifth quintile (highest),Unit non-response,Yes
23663,Female,"Black/African-American, non-Hispanic",.3532,Fourth quintile,Unit non-response,Unit non-response
23664,Male,"White, non-Hispanic",.2588,Fourth quintile,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
23665,Female,"White, non-Hispanic",.2467,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
23666,Male,"Asian, non-Hispanic",.3643,Fourth quintile,"No degree, not enrolled",Yes
23668,Female,"White, non-Hispanic",.771,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
23669,Male,"White, non-Hispanic",-.0112,Third quintile,Unit non-response,Unit non-response
23670,Male,"Asian, non-Hispanic",-1.0669,First quintile (lowest),"No degree, enrolled at a 4-year",No
